************************************************************************************************************************************************************************************************************************************************************************************************************
basic info
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
engine_in_process    30
engine_to_start      40
steps                702
resources            20
************************************************************************************************************************************************************************************************************************************************************************************************************
resource availability
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
R0   	R1   	R2   	R3   	R4   	R5   	R6   	R7   	R8   	R9   	R10  	R11  	R12  	R13  	R14  	R15  	R16  	R17  	R18  	R19  	
6    	3    	3    	2    	2    	6    	3    	3    	2    	2    	1    	1    	1    	1    	1    	1    	1    	1    	1    	1    	
************************************************************************************************************************************************************************************************************************************************************************************************************
algorithm compare
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
datafile  	time_cost                                                                                           	|ontime_proportion                                                                                   	|max_delay                                                                                           	|avg_delay                                                                                           	|avg_flowtime                                                                                        	|object_function_value                                                                               	|
          	RAND              	LFT               	HGA               	HSS               	JPSO                	|RAND              	LFT               	HGA               	HSS               	JPSO                	|RAND              	LFT               	HGA               	HSS               	JPSO                	|RAND              	LFT               	HGA               	HSS               	JPSO                	|RAND              	LFT               	HGA               	HSS               	JPSO                	|RAND              	LFT               	HGA               	HSS               	JPSO                	|
3_8       	3722ms            	2499ms            	1628196ms         	1602779ms         	897168ms            	|0.757143          	0.871429          	0.914286          	0.900000          	0.971429            	|11                	15                	11                	13                	14                  	|1.457143          	0.842857          	0.600000          	0.685714          	0.357143            	|23.028571         	25.128571         	22.228571         	22.414286         	20.885714           	|2196.190476       	1123.333333       	598.095238        	747.142857        	-18.095238          	|
3_9       	2504ms            	2700ms            	1487357ms         	1581035ms         	888431ms            	|0.771429          	0.842857          	0.928571          	0.914286          	0.900000            	|12                	10                	10                	11                	9                   	|1.300000          	0.800000          	0.385714          	0.500000          	0.528571            	|23.557143         	24.228571         	23.842857         	22.542857         	22.400000           	|2070.952381       	1379.047619       	509.047619        	608.571429        	746.666667          	|
3_10      	2598ms            	2516ms            	1365332ms         	1546491ms         	871691ms            	|0.714286          	0.828571          	0.885714          	0.842857          	0.871429            	|11                	12                	11                	11                	11                  	|1.485714          	0.714286          	0.828571          	0.928571          	0.700000            	|24.171429         	24.000000         	22.771429         	23.071429         	21.428571           	|2662.857143       	1514.285714       	901.904762        	1340.476190       	1000.000000         	|
3_11      	2633ms            	2775ms            	1490974ms         	1518173ms         	900488ms            	|0.714286          	0.814286          	0.857143          	0.842857          	0.857143            	|12                	10                	11                	12                	10                  	|1.957143          	1.085714          	0.714286          	1.157143          	0.942857            	|24.328571         	24.757143         	23.571429         	23.871429         	22.657143           	|2668.095238       	1682.380952       	1214.285714       	1367.142857       	1183.809524         	|
3_12      	2627ms            	2771ms            	1291261ms         	1345845ms         	927409ms            	|0.757143          	0.828571          	0.900000          	0.885714          	0.900000            	|12                	13                	12                	11                	8                   	|1.371429          	0.900000          	0.714286          	0.857143          	0.528571            	|24.014286         	24.842857         	22.928571         	23.471429         	23.085714           	|2229.047619       	1542.380952       	764.285714        	925.238095        	769.523810          	|
3_13      	2654ms            	2855ms            	1561962ms         	1636912ms         	942644ms            	|0.771429          	0.857143          	0.900000          	0.885714          	0.900000            	|16                	12                	11                	13                	12                  	|1.857143          	0.900000          	0.557143          	0.757143          	0.557143            	|23.042857         	23.214286         	21.628571         	22.271429         	20.228571           	|2053.809524       	1202.380952       	720.952381        	885.238095        	674.285714          	|
3_14      	3769ms            	2444ms            	1429870ms         	1481725ms         	912921ms            	|0.771429          	0.857143          	0.914286          	0.914286          	0.914286            	|14                	11                	15                	16                	14                  	|1.585714          	0.728571          	0.757143          	0.871429          	0.600000            	|24.557143         	24.928571         	22.857143         	23.800000         	21.514286           	|2104.285714       	1259.523810       	619.047619        	650.476190        	574.285714          	|
3_15      	2299ms            	2456ms            	1366639ms         	1463104ms         	796431ms            	|0.771429          	0.814286          	0.885714          	0.857143          	0.900000            	|13                	12                	13                	13                	14                  	|1.671429          	1.028571          	1.028571          	1.071429          	0.785714            	|24.928571         	25.528571         	24.214286         	22.928571         	22.614286           	|2116.666667       	1708.095238       	950.000000        	1192.857143       	753.809524          	|
3_16      	2172ms            	2302ms            	1265540ms         	1333795ms         	817719ms            	|0.785714          	0.742857          	0.857143          	0.842857          	0.842857            	|21                	19                	19                	21                	21                  	|2.400000          	1.857143          	1.328571          	1.514286          	1.942857            	|27.028571         	28.057143         	25.700000         	25.714286         	27.371429           	|2043.809524       	2506.666667       	1285.238095       	1428.571429       	1483.809524         	|
3_17      	3676ms            	2485ms            	1288170ms         	1402221ms         	793940ms            	|0.714286          	0.771429          	0.871429          	0.857143          	0.871429            	|13                	11                	14                	11                	12                  	|2.028571          	1.457143          	1.228571          	1.014286          	1.171429            	|26.342857         	26.700000         	25.042857         	25.157143         	22.642857           	|2735.238095       	2175.714286       	1120.476190       	1267.142857       	1040.476190         	|
3_18      	2677ms            	2217ms            	1189118ms         	1252759ms         	799896ms            	|0.714286          	0.642857          	0.800000          	0.800000          	0.814286            	|24                	24                	24                	25                	25                  	|3.985714          	3.814286          	2.700000          	3.185714          	2.757143            	|26.785714         	29.442857         	26.285714         	25.542857         	25.000000           	|2750.000000       	3552.857143       	1876.190476       	1851.428571       	1690.476190         	|
3_19      	2227ms            	2288ms            	1191538ms         	1298833ms         	729514ms            	|0.671429          	0.700000          	0.842857          	0.814286          	0.871429            	|21                	19                	18                	19                	18                  	|3.085714          	2.342857          	1.314286          	1.728571          	1.200000            	|28.585714         	28.714286         	25.742857         	26.614286         	23.528571           	|3238.571429       	2957.142857       	1429.523810       	1744.285714       	1070.000000         	|
4_0       	2222ms            	2414ms            	762760ms          	876660ms          	803339ms            	|0.728571          	0.728571          	0.814286          	0.814286          	0.942857            	|24                	21                	24                	23                	22                  	|3.842857          	1.842857          	1.957143          	2.100000          	0.657143            	|27.228571         	27.685714         	26.485714         	24.785714         	23.985714           	|2621.904762       	2637.142857       	1740.000000       	1683.333333       	370.952381          	|
4_1       	3024ms            	3025ms            	982846ms          	1153740ms         	1010368ms           	|0.785714          	0.857143          	0.942857          	0.914286          	0.942857            	|13                	13                	6                 	11                	9                   	|1.442857          	0.628571          	0.257143          	0.500000          	0.314286            	|22.442857         	22.657143         	20.985714         	20.342857         	20.771429           	|1890.952381       	1183.809524       	270.952381        	535.238095        	263.809524          	|
4_2       	2630ms            	2788ms            	1467057ms         	1537086ms         	920729ms            	|0.757143          	0.757143          	0.871429          	0.842857          	0.871429            	|14                	16                	13                	13                	13                  	|1.514286          	1.928571          	0.914286          	1.214286          	1.000000            	|23.485714         	24.700000         	22.942857         	21.528571         	20.100000           	|2211.428571       	2251.904762       	1050.476190       	1289.047619       	955.714286          	|
4_3       	3628ms            	2169ms            	1376093ms         	1496249ms         	786942ms            	|0.800000          	0.842857          	0.928571          	0.885714          	0.928571            	|19                	12                	16                	18                	12                  	|1.614286          	0.857143          	0.685714          	1.171429          	0.514286            	|22.471429         	25.414286         	23.100000         	23.114286         	19.985714           	|1749.047619       	1418.571429       	484.285714        	913.333333        	380.476190          	|
4_4       	3922ms            	2447ms            	1312098ms         	1353636ms         	1036503ms           	|0.757143          	0.800000          	0.871429          	0.842857          	0.942857            	|21                	22                	17                	21                	22                  	|1.885714          	1.585714          	1.114286          	1.800000          	0.757143            	|25.828571         	26.957143         	24.671429         	24.042857         	22.328571           	|2289.523810       	1898.571429       	1108.095238       	1372.857143       	315.714286          	|
4_5       	2533ms            	2721ms            	1410234ms         	1347664ms         	1162895ms           	|0.842857          	0.900000          	0.928571          	0.914286          	0.942857            	|13                	12                	12                	12                	11                  	|1.000000          	0.485714          	0.342857          	0.514286          	0.342857            	|21.414286         	22.300000         	21.128571         	21.242857         	20.928571           	|1285.238095       	743.333333        	418.571429        	565.238095        	269.047619          	|
4_6       	3992ms            	2990ms            	1481801ms         	1514435ms         	1168671ms           	|0.814286          	0.914286          	0.957143          	0.942857          	0.971429            	|14                	7                 	9                 	13                	10                  	|0.985714          	0.400000          	0.357143          	0.442857          	0.214286            	|22.728571         	24.171429         	22.042857         	22.742857         	19.971429           	|1614.761905       	662.857143        	163.333333        	329.523810        	-48.571429          	|
4_7       	4136ms            	2245ms            	1290267ms         	1368700ms         	998162ms            	|0.771429          	0.842857          	0.914286          	0.871429          	0.914286            	|12                	12                	11                	11                	11                  	|1.328571          	1.200000          	0.628571          	0.757143          	0.628571            	|23.885714         	24.842857         	23.700000         	22.971429         	21.014286           	|2081.904762       	1399.523810       	647.142857        	1051.428571       	557.619048          	|
4_8       	2678ms            	2425ms            	1453958ms         	1572450ms         	1127395ms           	|0.742857          	0.857143          	0.914286          	0.842857          	0.914286            	|11                	13                	11                	12                	12                  	|1.414286          	0.857143          	0.700000          	1.228571          	0.728571            	|24.085714         	25.071429         	23.485714         	24.385714         	21.571429           	|2374.285714       	1264.285714       	640.000000        	1384.285714       	576.190476          	|
4_9       	4296ms            	2915ms            	1742845ms         	1958569ms         	1327230ms           	|0.842857          	0.871429          	0.914286          	0.928571          	0.942857            	|15                	19                	12                	18                	18                  	|1.171429          	0.842857          	0.500000          	0.828571          	0.800000            	|21.228571         	23.814286         	22.628571         	21.228571         	22.485714           	|1279.047619       	1079.523810       	611.428571        	421.904762        	320.952381          	|
4_10      	3152ms            	3679ms            	1961732ms         	2059343ms         	1522820ms           	|0.828571          	0.885714          	0.928571          	0.885714          	0.942857            	|12                	14                	12                	12                	9                   	|0.857143          	0.885714          	0.585714          	0.800000          	0.285714            	|20.257143         	21.042857         	20.500000         	19.585714         	19.385714           	|1389.523810       	844.285714        	397.619048        	795.714286        	217.619048          	|
4_11      	6562ms            	2395ms            	1292391ms         	1352951ms         	1064905ms           	|0.714286          	0.785714          	0.828571          	0.828571          	0.857143            	|19                	19                	16                	19                	18                  	|2.957143          	1.242857          	1.414286          	1.928571          	1.214286            	|25.085714         	26.642857         	23.814286         	24.157143         	23.185714           	|2693.333333       	2030.952381       	1508.095238       	1519.523810       	1201.428571         	|
4_12      	2177ms            	2258ms            	1330935ms         	1162951ms         	1036546ms           	|0.842857          	0.828571          	0.871429          	0.885714          	0.942857            	|20                	17                	19                	22                	20                  	|2.214286          	1.485714          	1.157143          	1.700000          	0.842857            	|24.185714         	26.285714         	23.300000         	24.357143         	21.628571           	|1377.619048       	1590.476190       	1062.380952       	954.761905        	292.380952          	|
4_13      	2305ms            	2544ms            	1290855ms         	1115229ms         	1104094ms           	|0.657143          	0.728571          	0.828571          	0.814286          	0.842857            	|14                	13                	12                	13                	12                  	|2.514286          	1.842857          	1.000000          	1.485714          	1.385714            	|23.514286         	24.671429         	23.100000         	22.785714         	21.128571           	|3212.380952       	2536.666667       	1484.285714       	1616.666667       	1275.714286         	|
4_14      	2346ms            	2132ms            	1062591ms         	1175360ms         	942855ms            	|0.742857          	0.785714          	0.857143          	0.842857          	0.885714            	|22                	22                	13                	16                	17                  	|2.600000          	2.085714          	1.114286          	1.671429          	1.142857            	|26.885714         	28.685714         	26.157143         	25.585714         	22.042857           	|2467.619048       	2099.047619       	1300.476190       	1424.285714       	877.619048          	|
4_15      	2356ms            	2517ms            	1104058ms         	1163864ms         	1081129ms           	|0.800000          	0.842857          	0.914286          	0.900000          	0.942857            	|13                	13                	8                 	11                	12                  	|1.300000          	0.814286          	0.357143          	0.642857          	0.514286            	|23.014286         	23.871429         	22.871429         	21.400000         	19.885714           	|1767.142857       	1367.142857       	619.523810        	713.333333        	234.285714          	|
4_16      	2625ms            	2690ms            	1202853ms         	1273118ms         	1215060ms           	|0.742857          	0.871429          	0.885714          	0.871429          	0.900000            	|14                	13                	14                	15                	14                  	|1.700000          	0.657143          	0.885714          	1.000000          	0.857143            	|23.371429         	24.157143         	22.514286         	21.957143         	22.757143           	|2350.476190       	1090.952381       	893.333333        	1017.619048       	758.571429          	|
4_17      	2551ms            	2923ms            	1217632ms         	1327622ms         	1138572ms           	|0.728571          	0.842857          	0.871429          	0.842857          	0.885714            	|15                	15                	16                	15                	15                  	|2.271429          	1.142857          	1.042857          	1.085714          	1.257143            	|25.128571         	25.157143         	23.357143         	23.171429         	22.785714           	|2551.904762       	1410.000000       	1064.285714       	1343.809524       	902.380952          	|
4_18      	4652ms            	2696ms            	1136720ms         	985128ms          	1155595ms           	|0.814286          	0.857143          	0.914286          	0.885714          	0.957143            	|15                	15                	12                	13                	11                  	|1.242857          	0.814286          	0.542857          	0.657143          	0.400000            	|22.685714         	24.271429         	21.371429         	22.114286         	20.628571           	|1613.333333       	1237.619048       	569.523810        	880.000000        	116.190476          	|
4_19      	2985ms            	3040ms            	1293513ms         	1066022ms         	1290662ms           	|0.785714          	0.885714          	0.942857          	0.928571          	0.928571            	|10                	11                	6                 	8                 	8                   	|1.114286          	0.457143          	0.200000          	0.428571          	0.300000            	|21.971429         	22.400000         	21.828571         	21.885714         	18.200000           	|1875.238095       	889.523810        	299.047619        	443.809524        	320.952381          	|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
avg       	2868.22           	4985.83           	1154399.1         	1188213.17        	907815.78           	|0.71942859        	0.74828568        	0.8407143         	0.82642852        	0.86942859          	|18.39             	17.52             	16.94             	17.46             	16.73               	|2.72700007        	1.96342857        	1.46771427        	1.77285714        	1.27785713          	|26.06842857       	27.20271428       	24.9084286        	24.65100001       	23.55271426         	|2674.66190478     	2423.90000003     	1423.1380952      	1557.41428569     	1090.80476188       	|
max       	6562.0            	11446.0           	1961732.0         	2059343.0         	1522820.0           	|0.842857          	0.914286          	0.957143          	0.942857          	0.971429            	|27.0              	30.0              	27.0              	29.0              	26.0                	|5.7               	4.842857          	3.628571          	4.185714          	3.285714            	|32.114286         	34.028571         	30.657143         	30.885714         	30.471429           	|4587.142857       	5064.761905       	2964.285714       	3030.952381       	2497.619048         	|
min       	1955.0            	2132.0            	734975.0          	799006.0          	631910.0            	|0.542857          	0.5               	0.7               	0.685714          	0.742857            	|10.0              	7.0               	6.0               	8.0               	4.0                 	|0.714286          	0.3               	0.185714          	0.328571          	0.085714            	|20.257143         	21.042857         	20.5              	19.585714         	18.2                	|1279.047619       	613.333333        	163.333333        	276.666667        	-48.571429          	|
************************************************************************************************************************************************************************************************************************************************************************************************************
